customer_zip_code_prefix,lat,lng,city_norm,n_pedidos,valor_total,freight_total
21073,-22.850770856037,-43.27052152360208,rio de janeiro,26,3602.91,547.63
21210,-22.84373140637614,-43.30242672582638,rio de janeiro,17,2608.7000000000003,517.7
21211,-22.836828071243165,-43.30804460963914,rio de janeiro,13,2156.89,278.96
21215,-22.833788776762518,-43.29604433389999,rio de janeiro,18,2058.83,338.4
21220,-22.84942286859225,-43.31350882748824,rio de janeiro,24,4986.26,571.14
21221,-22.84606476402831,-43.31053536227519,rio de janeiro,22,2323.43,462.16
21230,-22.82666297562433,-43.3225314634884,rio de janeiro,42,3904.09,917.69
21231,-22.831527268945862,-43.32219671997402,rio de janeiro,7,522.6800000000001,151.79
21235,-22.83791177652518,-43.322271046058205,rio de janeiro,36,5835.97,759.41
21236,-22.8396852659843,-43.33712480023102,rio de janeiro,1,65.99,14.21
21240,-22.8111210300632,-43.32621279907767,rio de janeiro,7,1125.97,136.45
21241,-22.81349696231808,-43.30803677134236,rio de janeiro,4,371.8,89.58
21250,-22.824619091439565,-43.30674667488387,rio de janeiro,22,2381.1600000000003,412.28000000000003
21310,-22.879083342003987,-43.33935560703397,rio de janeiro,18,1737.58,442.76
21311,-22.88918177352332,-43.32763594596467,rio de janeiro,16,2185.06,357.22
21320,-22.892905876006864,-43.347644389533606,rio de janeiro,16,1956.69,469.45
21321,-22.89512617328995,-43.357502145957,rio de janeiro,57,8732.02,1754.27
21330,-22.8828767826158,-43.36417448357049,rio de janeiro,50,7840.18,1496.24
21331,-22.87350715228709,-43.36567754387448,rio de janeiro,25,2274.97,606.4
21340,-22.871018134717986,-43.35684491471535,rio de janeiro,9,1093.15,191.3
21341,-22.88246658426185,-43.34945937530337,rio de janeiro,22,2703.83,699.03
21350,-22.87793235260004,-43.33016620442746,rio de janeiro,12,2597.39,227.72
21351,-22.87044820264357,-43.34296526816304,rio de janeiro,10,989.37,199.57
21360,-22.866945338258187,-43.33478170506691,rio de janeiro,8,1156.7,129.31
21361,-22.85332826176321,-43.32822806263115,rio de janeiro,12,1632.5700000000002,282.73
21370,-22.87000636720115,-43.32004486324283,rio de janeiro,4,407.1,82.9
21371,-22.85106228596877,-43.32617884775252,rio de janeiro,9,1204.34,169.38
21380,-22.88331793518069,-43.31951190668025,rio de janeiro,19,2926.7400000000002,476.49
21381,-22.87907528708003,-43.314672063074205,rio de janeiro,8,2280.59,197.33
21510,-22.84251003329592,-43.35349069066133,rio de janeiro,7,752.49,136.12
21511,-22.84410299270375,-43.35219269222594,rio de janeiro,5,786.59,113.07000000000001
21512,-22.84146868829085,-43.36195292092932,rio de janeiro,5,554.3100000000001,115.27
21515,-22.83902730987094,-43.35587746226516,rio de janeiro,5,583.13,102.4
21520,-22.810998397638027,-43.3618771585306,rio de janeiro,3,293.9,65.73
21530,-22.828811915352887,-43.346307609440586,rio de janeiro,6,795.55,125.32
21532,-22.8130814021041,-43.36036408098235,rio de janeiro,1,27.0,15.11
21535,-22.8194481093076,-43.35408490190018,rio de janeiro,2,92.89,35.27
21540,-22.852143526409453,-43.34281302027885,rio de janeiro,10,2602.46,313.2
21545,-22.8432861377694,-43.34344431819371,rio de janeiro,4,713.58,117.04
21550,-22.86209594045364,-43.35625169565915,rio de janeiro,14,1014.38,375.15999999999997
21555,-22.855135850026095,-43.36350730842812,rio de janeiro,13,1670.67,305.45
21557,-22.85620371453252,-43.37495578967732,rio de janeiro,3,136.89,51.61
21610,-22.867011045510356,-43.371883316604816,rio de janeiro,20,4347.22,592.72
21615,-22.86209078632198,-43.39136925868886,rio de janeiro,17,2248.31,378.71999999999997
21616,-22.85387973916863,-43.39680943222229,rio de janeiro,10,1153.7,199.25
21620,-22.839350559609453,-43.40486056012263,rio de janeiro,12,795.48,174.41
21625,-22.832605349060035,-43.40280856194904,rio de janeiro,11,976.4,200.42
21630,-22.825649495444644,-43.41164984676431,rio de janeiro,5,654.5999999999999,84.78
21635,-22.83290297152516,-43.41230278119793,rio de janeiro,2,146.9,38.61
21640,-22.83463324022867,-43.39275636997285,rio de janeiro,2,155.99,36.83
21645,-22.821385636314904,-43.39760318048674,rio de janeiro,2,129.9,33.32
21650,-22.816850689474528,-43.374314532417216,rio de janeiro,5,475.78,128.24
21655,-22.818616394359942,-43.382598700728,rio de janeiro,2,160.8,50.26
21660,-22.839960552960555,-43.37703910572291,rio de janeiro,7,568.59,186.9
21665,-22.83427156601059,-43.377978641515625,rio de janeiro,1,69.99,19.46
21670,-22.84984365215036,-43.3808702413711,rio de janeiro,5,969.79,110.27000000000001
21675,-22.849034554602184,-43.3744236468128,rio de janeiro,8,1097.58,182.36
21710,-22.876979699775763,-43.42527912676291,rio de janeiro,11,1014.1700000000001,301.73
21715,-22.87947674705333,-43.44026398123803,rio de janeiro,11,2274.79,235.48
21720,-22.865120805735398,-43.4470342137163,rio de janeiro,3,96.8,44.989999999999995
21721,-22.8753558465787,-43.28063646200473,rio de janeiro,2,254.0,49.64
21725,-22.85918299393417,-43.456665616338015,rio de janeiro,6,406.99,98.81
21730,-22.86435505255422,-43.434757144170185,rio de janeiro,7,1069.07,227.05
21735,-22.871537517256936,-43.429726914847,rio de janeiro,6,1271.87,92.56
21740,-22.88433305340309,-43.387504877344114,rio de janeiro,10,2002.6,264.68
21741,-22.88962788350659,-43.395124429249634,rio de janeiro,6,859.59,206.53
21745,-22.879549301241177,-43.41011862496182,rio de janeiro,8,978.35,163.75
21746,-22.885775526693383,-43.4110256032492,rio de janeiro,1,34.99,14.52
21750,-22.87873543265548,-43.415788362287785,rio de janeiro,10,1559.27,348.38
21755,-22.88385334415563,-43.41913635549757,rio de janeiro,4,399.69000000000005,78.00999999999999
21760,-22.89044829208524,-43.42058389455041,rio de janeiro,11,787.1,183.01
