geolocation_zip_code_prefix,lat,lng,city,n_records
24320,-22.902823180776025,-43.05085812937721,niteroi,218
24322,-22.89632305663318,-43.03845772727727,niteroi,54
24325,-22.830563953896416,-43.045196029261426,niteroi,47
24330,-22.901199547746405,-42.991174595669065,niteroi,53
24340,-22.947654432561993,-43.03365087049761,niteroi,184
24342,-22.937391616620623,-43.022146384113576,niteroi,125
24344,-22.93685983573083,-43.014915229908226,niteroi,44
24346,-22.94923036239725,-43.02805520804324,niteroi,80
24348,-22.970402738373885,-43.03213294708582,niteroi,31
24350,-22.940616864219162,-43.06545401112341,niterói,327
24355,-22.9411555966564,-43.043134176624925,niteroi,71
24358,-22.954105582144187,-43.0680054361715,niterói,203
24360,-22.830988719475524,-43.03086077591251,niteroi,293
24365,-22.912243204052235,-43.08150933080395,niteroi,30
24370,-22.924664773806036,-43.09986986144608,niteroi,108
24400,-22.822657273441827,-43.04547527635864,sao goncalo,1
24410,-22.859653314312613,-43.08078230203989,sao goncalo,30
24411,-22.85753738472352,-43.08169034540716,sao goncalo,22
24412,-22.847500221583047,-43.075424616515875,sao goncalo,99
24415,-22.840857693725678,-43.07623548195782,sao goncalo,78
24416,-22.840098124434224,-43.06778333387412,sao goncalo,74
24417,-22.845410939224823,-43.05013967578183,sao goncalo,52
24420,-22.835696540771,-43.046659352747774,são gonçalo,71
24421,-22.830656082170716,-43.04204141088677,sao goncalo,63
24422,-22.8277265510171,-43.02889904539707,sao goncalo,61
24425,-22.852695605444847,-43.09014618727886,são gonçalo,67
24426,-22.840411171156656,-43.08660279046403,sao goncalo,77
24430,-22.830092235510783,-43.085652798523796,sao goncalo,104
24431,-22.828438640757533,-43.08064705902956,sao goncalo,132
24435,-22.827481947170185,-43.0698152344756,sao goncalo,122
24436,-22.821247533767682,-43.066948767903845,sao goncalo,111
24440,-22.827149190613213,-43.0539481412297,sao goncalo,184
24445,-22.81926169355244,-43.03476520349312,sao goncalo,177
24450,-22.823169080056477,-43.02002823624667,sao goncalo,109
24451,-22.829351276710405,-43.01399541493803,sao goncalo,230
24452,-22.819291471555072,-43.006358383645974,são gonçalo,121
24455,-22.808780189018318,-43.0258667651288,sao goncalo,100
24456,-22.809295674102735,-43.016040373940605,sao goncalo,103
24457,-22.806624227141473,-43.012656807667405,sao goncalo,54
24460,-22.814787634492188,-43.04329935349616,sao goncalo,63
24461,-22.803350481704697,-43.035818282243795,sao goncalo,79
24465,-22.81949144895205,-43.0551638057087,sao goncalo,110
24466,-22.811123478295585,-43.062369547929315,são gonçalo,45
24467,-22.805308252046,-43.05264792957123,sao goncalo,24
24470,-22.79629033350867,-43.04531393855412,sao goncalo,24
24471,-22.785600785156785,-43.04593640228686,sao goncalo,8
24472,-22.789315227589746,-43.03850388360695,sao goncalo,16
24473,-22.787988229533347,-43.032356249660424,sao goncalo,26
24474,-22.794969261024608,-43.02441434660769,sao goncalo,32
24475,-22.777267778897787,-43.027446308928425,sao goncalo,13
24476,-22.770998220510656,-43.015758940031475,sao goncalo,4
24710,-22.822624306841355,-43.00309374212156,sao goncalo,136
24711,-22.818906926534805,-42.99751196239111,sao goncalo,34
24715,-22.802767729766238,-42.99028180866455,são gonçalo,95
24716,-22.789880594175646,-43.00428047982366,são gonçalo,32
24717,-22.808029904019026,-43.00303400236285,sao goncalo,44
24720,-22.813217838338208,-42.98741033222329,sao goncalo,32
24721,-22.801495702866447,-42.98390861201865,sao goncalo,8
24722,-22.796501747075485,-42.976229884705035,sao goncalo,70
24723,-22.81762359087853,-42.94676360586466,são gonçalo,50
24724,-22.805769003517707,-42.95726724972363,sao goncalo,36
24725,-22.811456217228336,-42.97220863173352,sao goncalo,37
24726,-22.78851170276054,-42.958565788861314,sao goncalo,12
24727,-22.783356525229763,-42.945721644055915,sao goncalo,17
24730,-22.829046912919456,-42.98784246443976,sao goncalo,57
24731,-22.822811422053213,-42.98685114650694,sao goncalo,28
24732,-22.827064469158785,-42.9738976624395,sao goncalo,54
24733,-22.82905663491486,-42.97254715872871,são gonçalo,1
24734,-22.829471848017022,-42.960756997370595,sao goncalo,12
24735,-22.845883873637536,-42.95426308031982,são gonçalo,16
24736,-22.820033389763783,-42.969922193443765,sao goncalo,40
24737,-22.84162388029282,-42.96231323222136,sao goncalo,12
24738,-22.851785749069542,-42.94354284297728,sao goncalo,30
24740,-22.832952987571833,-42.99724674575654,sao goncalo,59
24741,-22.841324291777372,-42.99775213495686,sao goncalo,3
24742,-22.838766642599392,-43.003795231731345,sao goncalo,24
24743,-22.845998417596405,-42.99706758921929,sao goncalo,48
24744,-22.84230016004733,-43.01214322773478,sao goncalo,69
24745,-22.85280103675185,-43.004543970992515,sao goncalo,23
24746,-22.83906700788218,-42.98789279135017,sao goncalo,21
24750,-22.854636691924167,-43.02258437303882,sao goncalo,41
24751,-22.867825487785606,-43.002749069555286,sao goncalo,83
24752,-22.882259138501702,-42.98436172867216,são gonçalo,38
24753,-22.88628701436756,-42.99166865896655,sao goncalo,56
24754,-22.872354587681084,-43.027432812835386,sao goncalo,54
24755,-22.859266457266116,-43.015307855881765,são gonçalo,48
24756,-22.88593339499682,-43.011983104667294,sao goncalo,46
24800,-22.74248129310771,-42.85721075258665,itaborai,128
24801,-22.7395793666599,-42.84701335677763,itaborai,7
24802,-22.729006918491564,-42.83466835876695,itaborai,13
24803,-22.732706025561804,-42.829985079205095,itaborai,1
24804,-22.747090526611107,-42.84342210737453,itaborai,67
24805,-22.735331489397932,-42.838837742593356,itaborai,10
24806,-22.75153232050374,-42.84889854861703,itaborai,5
24808,-22.75677623430587,-42.855419742696405,itaborai,44
24809,-22.76576054277446,-42.89818733617952,itaborai,6
24812,-22.750196280856517,-42.87187716603211,itaborai,81
24813,-22.75411758328793,-42.88883553024611,itaboraí,31
24815,-22.735659719318694,-42.86943932481607,itaborai,5
24830,-22.7113078008679,-42.87331425316652,itaborai,9
24840,-22.71890516617555,-42.863865748478695,itaborai,1
24845,-22.786090231072478,-42.82332363456748,itaborai,2
24846,-22.71538558398837,-42.806385841320235,itaborai,2
24850,-22.808959595354324,-42.88567927758402,itaboraí,2
24851,-22.820155430041844,-42.89284623440978,itaborai,5
24855,-22.773459679480904,-42.91565441771825,itaboraí,41
24856,-22.758079138566366,-42.91063311206234,itaboraí,10
24857,-22.760534921999977,-42.93148699999995,itaborai,3
24858,-22.77209935726771,-42.92264307986124,itaborai,37
24859,-22.77340230558587,-42.90984766620826,itaborai,42
24860,-22.785272548240865,-42.91980373424914,itaborai,9
24865,-22.742759698159883,-42.91668091799642,itaborai,1
24866,-22.733731178875292,-42.93276530734327,itaborai,15
24867,-22.760654413506494,-42.871308589782444,itaborai,2
24868,-22.727846072187585,-42.95112813684848,itaborai,2
24875,-22.71714484756394,-42.88755377369433,itaborai,6
24876,-22.7125342435385,-42.89540473111652,itaboraí,4
24877,-22.745612949418724,-42.884479445017966,itaborai,1
24890,-22.73521870942802,-42.727847609078914,tanguá,70
24900,-22.919618105516072,-42.83978957558533,marica,129
24901,-22.923608277456783,-42.81985709837894,marica,44
24902,-22.92700535031622,-42.8293157127626,marica,11
24903,-22.911669634752162,-42.80609731472158,marica,49
24904,-22.910596890425232,-42.81704615497582,marica,26
24905,-22.934535219557365,-42.911752855372335,marica,5
24908,-22.89897572205557,-42.80761528280838,maricá,6
24909,-22.91370410629557,-42.81004585358576,marica,1
24910,-22.895953023136546,-42.84243328776303,marica,5
24911,-22.90263949790544,-42.835591793593146,marica,1
24912,-22.911125479829508,-42.833775639475675,marica,24
24913,-22.91455199876777,-42.83508527287743,marica,23
24914,-22.92358953634058,-42.856250357414844,maricá,47
24915,-22.955984494690547,-42.80761537855785,marica,10
24916,-22.944576333355766,-42.82844129113664,marica,12
24917,-22.971898333199455,-42.930603970729976,marica,2
24921,-22.95260981760148,-42.808872638137295,marica,7
24922,-22.94856570290517,-42.70343236618995,marica,13
24923,-22.95525000731088,-42.69143649965572,marica,2
24924,-22.91271186888103,-42.70181683740352,marica,3
24927,-22.897394796408843,-42.78453778244015,marica,2
24930,-22.92610775291927,-42.89850356371279,maricá,25
24931,-22.93464894999394,-42.88228044187334,maricá,37
24932,-22.917275718637768,-42.89500508068861,marica,6
24933,-22.956592971962397,-42.88349437707549,marica,12
24934,-22.946221164792778,-42.88645951724069,marica,18
24935,-22.950970620400135,-42.94683341061871,marica,20
24936,-22.954278207609658,-42.96711894755224,marica,47
24937,-22.95115200845083,-42.99376127553226,marica,21
24938,-22.935364089736186,-42.971046181368436,marica,5
24939,-22.91771526335445,-42.95811180963159,marica,1
24940,-22.926005021364876,-42.940013982950965,marica,26
24941,-22.913221103749397,-42.837959070033506,marica,5
24942,-22.931025691802716,-42.92272114486791,marica,18
24943,-22.909483056983007,-42.92582680004856,marica,18
24944,-22.895520218492944,-42.936940669865514,marica,24
25010,-22.79046925687479,-43.31481452785819,duque de caxias,127
25011,-22.79147465769091,-43.31300811498576,duque de caxias,22
25015,-22.780222493712095,-43.31660541678868,duque de caxias,129
25020,-22.778944166984587,-43.308623507384866,duque de caxias,73
25025,-22.78456265700059,-43.3231360919681,duque de caxias,73
25030,-22.7735214191938,-43.311396817507145,duque de caxias,36
25035,-22.755338688692213,-43.308531682770784,duque de caxias,123
25036,-22.749595823587462,-43.316204756652816,duque de caxias,30
25040,-22.74090063654044,-43.31546716030017,duque de caxias,91
25041,-22.73578083363829,-43.31812761723224,duque de caxias,47
25042,-22.735919924749762,-43.3119360459995,duque de caxias,11
25044,-22.673553889158278,-43.28482574712924,duque de caxias,5
25045,-22.722818281793867,-43.3139157796674,duque de caxias,83
25046,-22.72351123290818,-43.32148642883789,duque de caxias,29
25050,-22.753304486524154,-43.29699642294105,duque de caxias,76
25051,-22.761267896992525,-43.29298558604593,duque de caxias,71
25055,-22.75739662652191,-43.28166913009442,duque de caxias,34
25056,-22.754464821426602,-43.27704746595215,duque de caxias,28
25060,-22.76405759011258,-43.30041310063685,duque de caxias,111
25065,-22.7574077930847,-43.28687072573676,duque de caxias,161
25070,-22.78016279197431,-43.30430364671711,duque de caxias,199
25071,-22.78540692093292,-43.301837011358415,duque de caxias,56
25075,-22.774125027079158,-43.29092658055662,duque de caxias,74
25080,-22.759685746162333,-43.29297061113347,duque de caxias,41
25081,-22.616954100233503,-43.30647643663495,duque de caxias,1
25085,-22.79583417251553,-43.291526151554045,duque de caxias,64
25086,-22.754121943948885,-43.28647151207924,duque de caxias,56
25211,-22.67066808633434,-43.26255563331919,duque de caxias,68
25212,-22.676473601000435,-43.257020025423316,duque de caxias,90
25213,-22.6749107167218,-43.27620037015547,duque de caxias,48
25214,-22.689731933072384,-43.26636955304457,duque de caxias,42
25215,-22.682590790490554,-43.27404135699872,duque de caxias,85
25220,-22.685430142678285,-43.246655392379644,duque de caxias,43
25221,-22.698003956438836,-43.248105354217515,duque de caxias,10
25222,-22.674399472877496,-43.24560662384228,duque de caxias,5
25223,-22.683322481003053,-43.25395359470418,duque de caxias,27
25225,-22.696323342560508,-43.271184575072574,duque de caxias,48
25230,-22.689741624685315,-43.2826886930124,duque de caxias,61
25231,-22.683563816603137,-43.29906896652288,duque de caxias,35
25233,-22.70350739511343,-43.29957916081139,duque de caxias,82
25235,-22.70286437220505,-43.316000177534626,duque de caxias,46
25237,-22.753574853365865,-43.305893071458286,duque de caxias,2
25240,-22.645633194906285,-43.28709135535513,duque de caxias,79
25241,-22.571208,-43.31268449999998,duque de caxias,2
25243,-22.659524930411084,-43.296332311051046,duque de caxias,26
25245,-22.59128608480469,-43.312298090959736,duque de caxias,56
25250,-22.60728606434383,-43.298574737764866,duque de caxias,174
25251,-22.654106039654454,-43.277992730628625,duque de caxias,68
25253,-22.612060153892074,-43.28185276890751,duque de caxias,25
25255,-22.644539050348147,-43.27860193918141,duque de caxias,66
25260,-22.65362737697551,-43.27588967098969,duque de caxias,61
25261,-22.645303761933242,-43.26203372616665,duque de caxias,54
25264,-22.64520106741496,-43.23736687845677,duque de caxias,46
25265,-22.649550626444306,-43.230341289921746,duque de caxias,20
25266,-22.638767280531916,-43.2218184372897,duque de caxias,39
25267,-22.63517083859032,-43.24735328154284,duque de caxias,19
25268,-22.652696249418973,-43.2761256498613,duque de caxias,21
25270,-22.623874594466177,-43.23981472381287,duque de caxias,60
25271,-22.63746113941411,-43.22617580587021,duque de caxias,32
25272,-22.62425914893622,-43.21652128956865,duque de caxias,24
25275,-22.63887775891837,-43.22692540844416,duque de caxias,29
25510,-22.790646777654263,-43.375643445446975,sao joao de meriti,96
25515,-22.797656057495278,-43.364274956523175,sao joao de meriti,132
25520,-22.803670156230325,-43.3754619382363,sao joao de meriti,115
25525,-22.79612913604517,-43.382751851825844,sao joao de meriti,152
25530,-22.80597341277987,-43.3903648173854,são joão de meriti,38
25535,-22.791159022004333,-43.40261092456814,sao joao de meriti,51
25540,-22.784015528679777,-43.39703232529075,sao joao de meriti,41
25545,-22.7896529219758,-43.34817211025902,sao joao de meriti,68
25550,-22.77519333195786,-43.382929842060825,sao joao de meriti,169
25555,-22.781300436581095,-43.37040843885934,sao joao de meriti,179
25560,-22.770034075258486,-43.36986192895572,sao joao de meriti,75
25561,-22.768601480710736,-43.37689328166564,sao joao de meriti,55
25565,-22.78315358395092,-43.35979003562612,sao joao de meriti,85
25570,-22.767755472400367,-43.351648773854414,são joão de meriti,69
25571,-22.764428655824528,-43.34634958376359,sao joao de meriti,19
25575,-22.770524738786186,-43.34087058368249,sao joao de meriti,31
25576,-22.778287142653923,-43.352244107368115,sao joao de meriti,13
25580,-22.783351382978882,-43.34124145850288,sao joao de meriti,31
25581,-22.788457368960326,-43.347097775328294,sao joao de meriti,27
25585,-22.79367354642019,-43.33816809639405,sao joao de meriti,93
25586,-22.798541701384515,-43.33760129599317,são joão de meriti,8
25610,-22.50218363248224,-43.16843451995522,petropolis,89
25615,-22.496114223843747,-43.156204439943224,petropolis,72
25620,-22.510230788197468,-43.175443874455105,petropolis,176
25625,-22.515824878742336,-43.17136715693798,petropolis,92
25630,-22.52424789468128,-43.161617138310994,petrópolis,38
25635,-22.529027105018844,-43.176611016577574,petropolis,115
25638,-22.527613067650595,-43.17220132292643,petropolis,2
25640,-22.522799072828054,-43.183566224490704,petropolis,67
25645,-22.54079651100627,-43.20123507158808,petrópolis,130
25650,-22.531038247576937,-43.212309414991445,petropolis,63
25651,-22.524744277401208,-43.21160357990256,petropolis,53
25655,-22.52044984882392,-43.19101234595281,petrópolis,96
25660,-22.512038240121388,-43.204725857599755,petrópolis,81
25665,-22.509186267903694,-43.219827486060126,petrópolis,135
25670,-22.489507019910214,-43.210414436144696,petrópolis,40
25675,-22.49698456394848,-43.20060728812907,petropolis,67
25680,-22.489637241978972,-43.18376265001703,petropolis,141
25684,-22.50733023550956,-43.192545866388265,petropolis,1
25685,-22.508131637080282,-43.18141468751699,petropolis,66
25689,-22.50910898557073,-43.18746713926714,petropolis,1
25710,-22.475562635890434,-43.148370152985294,petropolis,124
25715,-22.47150966453406,-43.1620277638875,petropolis,51
25716,-22.48026413437911,-43.15522947420123,petropolis,26
25720,-22.43222926280023,-43.14086038411682,petropolis,113
25725,-22.427894024726776,-43.201389799035404,petropolis,70
25730,-22.408608081087024,-43.13140914649253,petropolis,203
25740,-22.374645351841945,-43.12909370218015,petropolis,50
25745,-22.391519377055197,-43.10829358749547,petrópolis,63
25750,-22.338529289758174,-43.12899883949998,petropolis,84
25755,-22.332412531990567,-43.1680211348093,petrópolis,18
25770,-22.26889273967007,-43.07681259121553,petropolis,36
25900,-22.651419516496585,-43.066557876304024,mage,166
25901,-22.648338600540264,-43.0583437917855,mage,52
25902,-22.659545742262246,-43.116827376350194,mage,20
25903,-22.641865834980965,-43.07245208309176,mage,14
25904,-22.65181465633809,-43.05361261025339,mage,2
25905,-22.661390928999936,-43.03525083599993,mage,2
25907,-22.63855440197675,-43.16000184562523,mage,3
25908,-22.65815606716074,-43.11902674370239,magé,13
25911,-22.55907208815268,-43.044923138517305,mage,26
25912,-22.568711297797634,-43.05970114621402,mage,24
25914,-22.59381281247852,-43.06930284283151,mage,11
25916,-22.6151152410835,-43.12484100866386,mage,9
25917,-22.827570210087117,-43.407390655253444,mage,3
25920,-22.739251006816584,-43.14806331929268,mage,5
25921,-22.6525357703222,-43.12650100805483,mage,8
25922,-22.66003863059351,-43.1347885471764,magé,33
25924,-22.679461197248557,-43.16763886734592,magé,6
25925,-22.693682771791412,-43.10979273572445,mage,8
25926,-22.70142395223432,-43.15952521180791,mage,66
25927,-22.580858599999942,-43.024005199999976,mage,1
25928,-22.636016818226437,-43.02534331618508,mage,1
25930,-22.68144619055304,-43.161459626401914,mage,16
25931,-22.615268614608077,-43.17116864583764,magé,97
25932,-22.606414625881992,-43.164799174042884,mage,19
25933,-22.589725437213616,-43.18381309691644,mage,17
25935,-22.61541015511536,-43.180319831473575,mage,112
25936,-22.620249948551308,-43.19299423593612,mage,31
25937,-22.64373828349399,-43.182944105487344,mage,18
25938,-22.6545713161462,-43.20333179891331,mage,7
25940,-22.617931893774944,-43.00412879602773,guapimirim,31
25941,-22.62586672856899,-43.010677828236446,guapimirim,1
25942,-22.589184799534628,-43.008721225874524,guapimirim,7
25943,-22.551014931094276,-42.984420499067156,guapimirim,49
25945,-22.528934117386,-42.98544280263765,guapimirim,20
25946,-22.527718078493137,-42.978266279510706,guapimirim,84
25947,-22.52160503745664,-42.96706435204439,guapimirim,3
25948,-22.51666724837226,-42.977582848227776,guapimirim,12
25949,-22.514546657287838,-42.96902750677734,guapimirim,17
26010,-22.7551063244127,-43.42858334530357,nova iguaçu,134
26011,-22.748785105742307,-43.43168107136049,nova iguacu,82
26012,-22.739120145317514,-43.438923776976765,nova iguacu,98
26013,-22.745675146224826,-43.44388802788447,nova iguacu,87
26014,-22.70976971510813,-43.46239835589092,nova iguaçu,1
26015,-22.74498697417717,-43.43911485622618,nova iguaçu,78
26020,-22.73307786504663,-43.4496138786291,nova iguaçu,108
26021,-22.7265203412345,-43.43963538573774,nova iguacu,67
26022,-22.732232372714957,-43.460676715526674,nova iguacu,140
26023,-22.718454478738636,-43.45333006616676,nova iguaçu,17
26025,-22.730629106878048,-43.44141566040569,nova iguacu,1
26030,-22.72927766291159,-43.46322545433846,nova iguacu,113
26031,-22.733144913944965,-43.47564299726109,nova iguacu,55
26032,-22.731168484612926,-43.4796971945155,nova iguaçu,70
26033,-22.722956089481777,-43.4618987093067,nova iguaçu,29
26035,-22.72277955303024,-43.46645519648206,nova iguacu,5
26040,-22.715476981048564,-43.45497446506072,nova iguacu,44
26041,-22.709788663568432,-43.465657949741065,nova iguacu,107
26042,-22.708401272321506,-43.47914027612773,nova iguacu,48
26043,-22.701009792897647,-43.47761987496442,nova iguacu,17
26050,-22.692333946397017,-43.4678329284204,nova iguacu,85
26051,-22.693709309049854,-43.45569367309577,nova iguacu,67
26052,-22.682661738953115,-43.44763426447411,nova iguacu,70
26053,-22.676424784708487,-43.46514837118791,nova iguacu,33
26055,-22.670887324637228,-43.446820831126175,nova iguacu,4
26060,-22.70596026208645,-43.44426093479684,nova iguaçu,34
26061,-22.695021672779234,-43.44134382746979,nova iguacu,35
26062,-22.663299180487797,-43.42190649887993,nova iguaçu,14
26063,-22.718698741050478,-43.47704074319361,nova iguacu,24
26064,-22.70017831698394,-43.439118972678784,nova iguacu,2
26065,-22.703656824288824,-43.44216248551625,nova iguaçu,1
26070,-22.712261582859313,-43.43397796646818,nova iguacu,142
26080,-22.72546659818089,-43.5110829974867,nova iguaçu,32
26082,-22.730849923063516,-43.501629004388285,nova iguaçu,29
26083,-22.73962521457062,-43.51130348349012,nova iguacu,50
26084,-22.728830116665797,-43.516628593810466,nova iguacu,28
26085,-22.7378823853966,-43.540626520424674,nova iguacu,11
26086,-22.727495091333505,-43.52334987524174,nova iguacu,78
26087,-22.716288877191023,-43.51530571258531,nova iguaçu,111
26088,-22.709994584521123,-43.52081425760519,nova iguacu,50
26089,-22.716938352983,-43.511724999285946,nova iguaçu,20
26092,-22.656660975647974,-43.52992852435203,nova iguacu,1
26099,-22.690572116374955,-43.43951671023915,nova iguacu,1
26110,-22.755672493046593,-43.36930490702333,belford roxo,26
26112,-22.748890763540413,-43.40218859295182,belford roxo,100
26113,-22.75249988943649,-43.39489689201624,belford roxo,41
26115,-22.74102601762666,-43.39058910287586,belford roxo,78
26116,-22.744030405639823,-43.38686162276392,belford roxo,33
26120,-22.74095127698239,-43.407375755677286,belford roxo,41
26123,-22.737559243829157,-43.40715915370587,belford roxo,30
26125,-22.733091514554367,-43.401189021141164,belford roxo,39
26127,-22.724173809266716,-43.415237232172665,belford roxo,14
26130,-22.76452043290213,-43.40324268558952,belford roxo,133
26131,-22.768565874936915,-43.39886889039503,belford roxo,3
26135,-22.748837947683032,-43.4110954882984,belford roxo,66
26140,-22.738645489116468,-43.417739173840076,belford roxo,57
26143,-22.72777921195433,-43.419079835385524,belford roxo,26
26145,-22.70129549999996,-43.39420920799995,belford roxo,1
26150,-22.716890263317833,-43.411433138492114,belford roxo,5
26153,-22.713867060465443,-43.4253429247028,belford roxo,3
26155,-22.72149589575073,-43.40236747175682,belford roxo,18
26157,-22.7139898637034,-43.404587915111954,belford roxo,7
26160,-22.730364905902917,-43.39084713564882,belford roxo,48
26163,-22.71802861019754,-43.38866458565219,belford roxo,13
26165,-22.73004862963322,-43.38401397146633,belford roxo,55
26167,-22.73381526820578,-43.37869831571142,belford roxo,27
26170,-22.735308724256505,-43.3689986253974,belford roxo,17
26171,-22.73200926261318,-43.363597470016465,belford roxo,5
26172,-22.727797274174065,-43.36988532052452,belford roxo,28
26173,-22.7293974724831,-43.35646929692585,belford roxo,25
26175,-22.723712605507256,-43.342182222430374,belford roxo,30
26176,-22.728925658269148,-43.37042492068155,belford roxo,9
26177,-22.71695548038081,-43.35942060077184,belford roxo,4
26178,-22.71708005610544,-43.37621943740937,belford roxo,41
26180,-22.709309871783464,-43.340396840703605,belford roxo,11
26182,-22.707844114319354,-43.338871880192436,belford roxo,24
26183,-22.718841571088486,-43.3359503631358,belford roxo,75
26185,-22.71230675457505,-43.3346366040831,belford roxo,44
26187,-22.731683227835816,-43.34902267341827,belford roxo,21
26190,-22.738054149192973,-43.33784294353118,belford roxo,18
26193,-22.74371498675422,-43.341815651536294,belford roxo,16
26195,-22.75588739927214,-43.35657274067045,belford roxo,6
26196,-22.74788950490292,-43.365239469417695,belford roxo,7
26210,-22.75587652233678,-43.45011309119682,nova iguaçu,141
26215,-22.749383783452853,-43.443731820645425,nova iguacu,129
26216,-22.751111606071024,-43.46011896476947,nova iguacu,26
26220,-22.758405694137398,-43.442957719272016,nova iguacu,144
26221,-22.761895289271685,-43.44132518888005,nova iguacu,39
26225,-22.764974904450163,-43.43867207315254,nova iguacu,68
26230,-22.754343447271268,-43.42874379900237,nova iguacu,13
26250,-22.76580597634655,-43.44413388623215,nova iguacu,85
26255,-22.760838936119498,-43.45665101381061,nova iguacu,349
26256,-22.75641397681851,-43.468057858785166,nova iguacu,29
26260,-22.757514514925703,-43.47418414534944,nova iguacu,65
26261,-22.75945387444939,-43.48287991446073,nova iguacu,58
26262,-22.758659494455966,-43.46865496838731,nova iguaçu,51
26263,-22.751116321636196,-43.4803664070067,nova iguacu,62
26265,-22.76240169452735,-43.49189992116156,nova iguacu,76
26266,-22.76149082223366,-43.49983733727016,nova iguacu,8
26270,-22.771786935706576,-43.513737001536,nova iguacu,17
26271,-22.765388055774636,-43.513740263369385,nova iguaçu,45
26272,-22.761268184110865,-43.504602353534416,nova iguacu,15
26275,-22.758522248481707,-43.5081270171475,nova iguacu,63
26276,-22.747655366540023,-43.50045199921573,nova iguacu,69
26277,-22.75365868027963,-43.50568209999401,nova iguacu,70
26278,-22.750950306589704,-43.5104936361956,nova iguacu,24
26279,-22.746340793942444,-43.51599943467023,nova iguacu,32
26280,-22.743455469856766,-43.48205928698698,nova iguacu,98
26281,-22.739051517422563,-43.47469667232987,nova iguacu,54
26282,-22.743267765418626,-43.47080427462203,nova iguacu,40
26285,-22.749261034645645,-43.457434797409576,nova iguacu,136
26286,-22.749193696741642,-43.469546131254496,nova iguacu,65
26290,-22.7692389862532,-43.52530849381608,nova iguacu,73
26291,-22.775922205954583,-43.53552518598715,nova iguaçu,111
26292,-22.765111723156874,-43.559026201122336,nova iguaçu,16
26293,-22.79249083598364,-43.57524682495404,nova iguacu,14
26294,-22.78980079583128,-43.54173558104738,nova iguacu,10
26295,-22.785646442747893,-43.568789004959754,nova iguacu,11
26296,-22.800125589753282,-43.59358340822262,nova iguacu,16
26297,-22.81315246690653,-43.58884053145267,nova iguacu,43
26298,-22.821289601573383,-43.583917046351964,nova iguacu,66
26299,-22.84103615023977,-43.61515804577371,nova iguacu,13
26310,-22.71769036507631,-43.56406590011273,queimados,79
26311,-22.7230667989856,-43.577531170720725,queimados,48
26313,-22.723986948546326,-43.56859220120247,queimados,26
26315,-22.726749869469312,-43.58842644869943,queimados,12
26316,-22.691702991594582,-43.594666387857934,queimados,6
26317,-22.715052584881548,-43.584965331661955,queimados,18
26320,-22.709506815061726,-43.580279131181264,queimados,26
26321,-22.7081915940706,-43.57351771589113,queimados,14
26323,-22.721880392950524,-43.56120106689918,queimados,48
26325,-22.720466020617074,-43.55679725976077,queimados,31
26327,-22.71961718645208,-43.549013869172136,queimados,28
26330,-22.735694400435158,-43.542197211853576,queimados,8
26343,-22.74418323758631,-43.53627333571844,queimados,3
26357,-22.72092277431804,-43.55006011962492,queimados,1
26373,-22.74654031250591,-43.62076582189151,queimados,2
26375,-22.739315013499976,-43.58068162499997,queimados,2
26376,-22.7377636809856,-43.57211233479985,queimados,5
26377,-22.733846095939832,-43.55891848340544,queimados,14
26379,-22.73701486100054,-43.563618736776355,queimados,14
26380,-22.707476317323948,-43.55071081533383,queimados,23
26381,-22.6969098294197,-43.55741624112584,queimados,44
26382,-22.692331349282565,-43.531816681604255,queimados,6
26383,-22.707869677714925,-43.561315648938425,queimados,131
26385,-22.705743887793954,-43.556562123447186,queimados,43
26387,-22.70539573940141,-43.537368980568004,queimados,5
26393,-22.711648674999413,-43.55824993029966,queimados,1
26410,-22.703220036110903,-43.63061748182738,japeri,6
26413,-22.696333434498968,-43.626641384369336,japeri,13
26415,-22.68438598344282,-43.62185666615002,japeri,6
26420,-22.684507729830734,-43.61532318330367,japeri,22
26423,-22.6809778671,-43.61135654272859,japeri,23
26425,-22.683208298587758,-43.6136513869842,japeri,8
26430,-22.688171783169814,-43.60645936527142,japeri,14
26433,-22.650250797954484,-43.65355119895557,japeri,25
26435,-22.648997352455527,-43.65813095170957,japeri,50
26440,-22.6438955448154,-43.64300824279504,japeri,26
26443,-22.644806809224903,-43.65794599414254,japeri,11
26445,-22.674494004101163,-43.60813218912923,japeri,24
26450,-22.663207630218253,-43.610776285393406,japeri,3
26453,-22.66951051838989,-43.61452547990683,japeri,23
26455,-22.67373240752545,-43.59804565833488,japeri,16
26460,-22.671642633506682,-43.59088177051566,japeri,11
26463,-22.680726339693077,-43.59670352467268,japeri,11
26465,-22.671966383772197,-43.59047220861024,japeri,1
26470,-22.679545467450538,-43.593041196799824,japeri,6
26473,-22.657531550558108,-43.53684578478757,japeri,1
26475,-22.67777934928249,-43.60222028932987,japeri,1
26480,-22.667916878063743,-43.58577332849087,japeri,1
26510,-22.816628254842055,-43.416324968037635,nilópolis,174
26511,-22.81670515701384,-43.41717323265526,nilopolis,1
26515,-22.82027720659127,-43.42270906150816,nilopolis,63
26520,-22.81249234447968,-43.42909625891298,nilopolis,200
26521,-22.809500731742084,-43.43250149322672,nilopolis,39
26525,-22.805706631753832,-43.42307905240664,nilopolis,163
26526,-22.804257068335087,-43.42109060717076,nilopolis,15
26530,-22.80164222999227,-43.41601787718497,nilopolis,89
